"SKU","Product name","Category","Source product URL","Source media reference","Role","Primary candidate YES/NO","Product mapping status","Rights status","Production approved YES/NO","Alt fact candidate","Image count","Gallery position","Quality status","Real project confirmed","Notes","Rights/mapping gate cleared YES/NO"
"MF-BLK-0001","Олопос","Блоки","https://marmixflex.ru/tproduct/1706353951-167089491631-olopos","https://static.tildacdn.com/stor3439-6166-4937-a430-383438366265/53192211.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Олопос»","3","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-BLK-0007","Вега","Блоки","https://marmixflex.ru/tproduct/1706353951-820124423891-vega","https://static.tildacdn.com/stor6638-6332-4439-b163-366334383964/35055313.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Вега» — товарное изображение; без неподтверждённых свойств","4","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-BLK-0007","Вега","Блоки","https://marmixflex.ru/tproduct/1706353951-820124423891-vega","https://static.tildacdn.com/stor6234-3836-4365-b362-303038353366/26963796.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Вега»","4","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-BLK-0007","Вега","Блоки","https://marmixflex.ru/tproduct/1706353951-820124423891-vega","https://static.tildacdn.com/stor6433-3161-4633-b762-313436353063/88963578.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Вега»","4","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-BLK-0007","Вега","Блоки","https://marmixflex.ru/tproduct/1706353951-820124423891-vega","https://static.tildacdn.com/stor6336-3261-4865-a363-363662336437/39076772.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Вега»","4","4","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-BLK-0002","Орион","Блоки","https://marmixflex.ru/tproduct/1706353951-199715758241-orion","https://static.tildacdn.com/stor3339-3962-4935-a166-366164646530/12233417.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Орион» — товарное изображение; без неподтверждённых свойств","3","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-BLK-0002","Орион","Блоки","https://marmixflex.ru/tproduct/1706353951-199715758241-orion","https://static.tildacdn.com/stor6237-3031-4231-b766-383237666539/72885028.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Орион»","3","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-BLK-0002","Орион","Блоки","https://marmixflex.ru/tproduct/1706353951-199715758241-orion","https://static.tildacdn.com/stor6431-3031-4664-a535-616161623735/20638524.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Орион»","3","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-BLK-0005","Орфей","Блоки","https://marmixflex.ru/tproduct/1706353951-415884610211-orfei","https://static.tildacdn.com/stor3733-3433-4135-b661-363437623238/29533357.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Орфей» — товарное изображение; без неподтверждённых свойств","3","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-BLK-0005","Орфей","Блоки","https://marmixflex.ru/tproduct/1706353951-415884610211-orfei","https://static.tildacdn.com/stor3837-3863-4639-a239-626437323238/33740270.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Орфей»","3","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-BLK-0005","Орфей","Блоки","https://marmixflex.ru/tproduct/1706353951-415884610211-orfei","https://static.tildacdn.com/stor3663-6539-4337-b039-323163633361/82761802.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Орфей»","3","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-STN-0012","Сamal","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-983154307061-samal","https://static.tildacdn.com/stor3430-6232-4365-a633-643063333566/92629347.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Сamal» — товарное изображение; без неподтверждённых свойств","3","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-STN-0012","Сamal","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-983154307061-samal","https://static.tildacdn.com/stor3230-3836-4236-b031-303333303663/62059981.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Сamal»","3","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-STN-0012","Сamal","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-983154307061-samal","https://static.tildacdn.com/stor3431-3533-4234-a663-646234393337/63524670.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Сamal»","3","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-STN-0003","Moon","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-489573810441-moon","https://static.tildacdn.com/stor3431-3338-4561-a261-623165636563/31098241.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Moon» — товарное изображение; без неподтверждённых свойств","3","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-STN-0003","Moon","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-489573810441-moon","https://static.tildacdn.com/stor3564-3035-4764-b564-646633636563/36793472.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Moon»","3","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-STN-0003","Moon","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-489573810441-moon","https://static.tildacdn.com/stor3935-3166-4537-b063-663863663732/80788244.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Moon»","3","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-STN-0002","Nature line","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-348202425701-nature-line","https://static.tildacdn.com/stor3631-3561-4133-a536-363532343733/17060254.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Nature line» — товарное изображение; без неподтверждённых свойств","3","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-STN-0002","Nature line","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-348202425701-nature-line","https://static.tildacdn.com/stor3131-3464-4530-b630-623862303566/21380711.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Nature line»","3","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-STN-0002","Nature line","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-348202425701-nature-line","https://static.tildacdn.com/stor3534-3363-4330-a561-346362643537/40589765.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Nature line»","3","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-STN-0005","Nature","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-566665349031-nature","https://static.tildacdn.com/stor3233-3162-4339-a336-633462383065/28623505.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Nature» — товарное изображение; без неподтверждённых свойств","3","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-STN-0005","Nature","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-566665349031-nature","https://static.tildacdn.com/stor6436-6234-4436-b064-636331396363/75345265.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Nature»","3","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-STN-0005","Nature","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-566665349031-nature","https://static.tildacdn.com/stor3661-3035-4062-a362-333063626532/82439572.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Nature»","3","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-STN-0007","North line","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-647734966721-north-line","https://static.tildacdn.com/stor3365-3366-4632-b630-613464616433/41871573.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«North line» — товарное изображение; без неподтверждённых свойств","3","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-STN-0007","North line","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-647734966721-north-line","https://static.tildacdn.com/stor3934-3962-4839-b630-326532303663/73472016.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «North line»","3","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-STN-0007","North line","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-647734966721-north-line","https://static.tildacdn.com/stor3530-6538-4865-a466-653163303830/92938910.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «North line»","3","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-STN-0008","North","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-660309414691-north","https://static.tildacdn.com/stor3836-3066-4561-b966-353738613439/62465517.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«North» — товарное изображение; без неподтверждённых свойств","3","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-STN-0008","North","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-660309414691-north","https://static.tildacdn.com/stor6633-6638-4536-b865-386437656535/84448881.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «North»","3","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-STN-0008","North","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-660309414691-north","https://static.tildacdn.com/stor3634-3465-4930-a434-316334383265/71230891.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «North»","3","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-STN-0006","Romano коричневый","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-588243346171-romano-korichnevii","https://static.tildacdn.com/stor3763-3561-4163-b264-336534386131/29100760.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Romano коричневый» — товарное изображение; без неподтверждённых свойств","3","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-STN-0006","Romano коричневый","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-588243346171-romano-korichnevii","https://static.tildacdn.com/stor3534-3463-4162-a438-343732326636/98499222.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Romano коричневый»","3","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-STN-0006","Romano коричневый","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-588243346171-romano-korichnevii","https://static.tildacdn.com/stor3662-3736-4365-b135-633562616532/26657144.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Romano коричневый»","3","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-STN-0009","Sahara","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-665571561511-sahara","https://static.tildacdn.com/stor6539-3463-4161-a134-323037326432/55675462.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Sahara» — товарное изображение; без неподтверждённых свойств","3","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-STN-0009","Sahara","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-665571561511-sahara","https://static.tildacdn.com/stor6434-3162-4433-b535-313632373039/67629483.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Sahara»","3","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-STN-0009","Sahara","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-665571561511-sahara","https://static.tildacdn.com/stor6165-3131-4338-b862-353832613566/74025770.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Sahara»","3","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-STN-0010","Silver line","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-668625076291-silver-line","https://static.tildacdn.com/stor6435-3833-4362-b232-306334326431/17991736.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Silver line» — товарное изображение; без неподтверждённых свойств","3","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-STN-0010","Silver line","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-668625076291-silver-line","https://static.tildacdn.com/stor3962-6333-4864-a435-383265616561/32992202.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Silver line»","3","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-STN-0010","Silver line","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-668625076291-silver-line","https://static.tildacdn.com/stor3133-3635-4663-b663-366464666162/93999330.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Silver line»","3","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-STN-0004","Silver","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-543268245351-silver","https://static.tildacdn.com/stor3334-6534-4539-b731-663932633037/56226658.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Silver» — товарное изображение; без неподтверждённых свойств","3","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-STN-0004","Silver","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-543268245351-silver","https://static.tildacdn.com/stor3439-6166-4862-a262-326230356132/24279135.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Silver»","3","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-STN-0004","Silver","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-543268245351-silver","https://static.tildacdn.com/stor3235-3138-4938-a464-303262363335/37077771.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Silver»","3","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-STN-0001","Аntique","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-193631464151-antique","https://static.tildacdn.com/stor6266-3131-4365-b739-366533336535/61084053.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Аntique» — товарное изображение; без неподтверждённых свойств","3","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-STN-0001","Аntique","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-193631464151-antique","https://static.tildacdn.com/stor3662-6634-4461-b533-613362333933/55447419.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Аntique»","3","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-STN-0001","Аntique","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-193631464151-antique","https://static.tildacdn.com/stor6237-3365-4165-b566-343465303837/56334524.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Аntique»","3","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-STN-0011","Золотая осень","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-860504983541-zolotaya-osen","https://static.tildacdn.com/stor6330-3562-4131-a661-396465373037/25778720.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Золотая осень» — товарное изображение; без неподтверждённых свойств","3","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-STN-0011","Золотая осень","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-860504983541-zolotaya-osen","https://static.tildacdn.com/stor3937-6136-4564-a531-386336626666/14374851.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Золотая осень»","3","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-STN-0011","Золотая осень","Гибкий камень","https://marmixflex.ru/tproduct/1706353951-860504983541-zolotaya-osen","https://static.tildacdn.com/stor3864-6661-4331-a265-303230653034/35432503.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Золотая осень»","3","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
